source_book,recommended_book,rank,title,author,genre
B0140,BOK_053,8,Cold Case Files,stephen king,thriller
B0140,BOK_013,9,Behind Closed Doors,stephen king,thriller
B0140,BOK_062,10,Under the Banyan Tree,stephen king,romance
B0141,B0294,1,Atomic Mystery,jhumpa lahiri,self help
B0141,B0149,2,Final Hour Way,jhumpa lahiri,thriller
B0141,B0158,3,A Thousand Moon,jhumpa lahiri,romance
B0141,B0060,4,Forever Way,jhumpa lahiri,romance
B0141,B0258,5,Habits of Voice,j. k. rowling,self-help
B0141,B0174,6,Habits of Rain,ruskin bond,self-help
B0141,B0005,7,Habits of Gold,durjoy datta,self help
B0141,B0082,8,Atomic Gold,robin sharma,self help
B0141,B0068,9,The Art of Rain,m. v. venkatram,self help
B0141,B0070,10,Habits of Blood,m. v. venkatram,self-help
B0142,B0282,1,Hidden Truth Way,vaikom muhammad basheer,thriller
B0142,B0276,2,Scale Up Moon,vaikom muhammad basheer,business
B0142,B0247,3,Shadows in Truth,vaikom muhammad basheer,mystery
B0142,B0172,4,The Digital Journey,vaikom muhammad basheer,technology
B0142,B0076,5,The Art of Fire,vaikom muhammad basheer,self-help
B0142,BOK_265,6,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
B0142,BOK_210,7,The Assassin's Mark (Vol. 3),jeyamohan,thriller
B0142,B0032,8,Deadly Game Sun,o. v. vijayan,thriller
B0142,B0009,9,Dark Secrets Night,o. v. vijayan,thriller
B0142,B0038,10,Hidden Truth Heart,kamala das,thriller
B0143,B0270,1,Heart of Fire,masti venkatesha iyengar,romance
B0143,B0132,2,The Promise Star,masti venkatesha iyengar,romance
B0143,B0024,3,Shadows of River,masti venkatesha iyengar,fiction
B0143,B0017,4,Shadows of Soul,masti venkatesha iyengar,fiction
B0143,B0225,5,Deadly Game Story,masti venkatesha iyengar,thriller
B0143,B0117,6,Final Hour Path,masti venkatesha iyengar,thriller
B0143,B0271,7,Final Hour Heart,masti venkatesha iyengar,thriller
B0143,B0236,8,The Riddle Rain,masti venkatesha iyengar,mystery
B0143,B0198,9,The Dragon Truth,masti venkatesha iyengar,fantasy
B0143,B0160,10,Chronicles of Wind,masti venkatesha iyengar,history
B0144,B0162,1,The Conspiracy Mystery,balakumaran,thriller
B0144,B0183,2,The Conspiracy Gold,balakumaran,thriller
B0144,B0232,3,The Art of Storm,balakumaran,self help
B0144,B0034,4,A Thousand Truth,balakumaran,romance
B0144,B0181,5,Dark Secrets Legend,sandilyan,thriller
B0144,BOK_153,6,The Night Crawler,sandilyan,thriller
B0144,B0063,7,Hidden Truth Wind,jayakanthan,thriller
B0144,B0037,8,The Conspiracy Blood,ramanichandran,thriller
B0144,B0115,9,Dark Secrets Mind,ramanichandran,thriller
B0144,B0023,10,The Conspiracy Sun,vivek,thriller
B0145,B0186,1,Forever Blood,suryakant tripathi nirala,romance
B0145,BOK_161,2,Bouncing Back (Vol. 1),amish tripathi,self help
B0145,BOK_075,3,Wealth and Wisdom (Vol. 1),amish tripathi,self-help
B0145,B0166,4,Think and Storm,yashpal,self help
B0145,BOK_234,5,Shadow of the Yeti (Vol. 3),amish tripathi,fantasy
B0145,BOK_171,6,The Tech Boom in Bangalore (Vol. 2),amish tripathi,technology
B0145,B0058,7,Mindset for Blood,munshi premchand,self help
B0145,B0069,8,The Power of Fire,munshi premchand,self help
B0145,B0232,9,The Art of Storm,balakumaran,self help
B0145,B0044,10,The Power of Storm,s. l. bhyrappa,self help
B0146,B0150,1,A Thousand Secret,rajesh kumar,0
B0146,B0074,2,Heart of Gold,rajesh kumar,romance
B0146,B0300,3,Chronicles of Truth,rajesh kumar,history
B0146,B0049,4,The Power of Star,rajesh kumar,self help
B0146,B0125,5,Habits of Storm,rajesh kumar,self help
B0146,BOK_014,6,The Midnight Sun,jeyamohan,fiction
B0146,B0133,7,Echoes from Path,subha,fiction
B0146,B0217,8,Echoes from River,subha,fiction
B0146,BOK_070,9,Life in a Metro (Vol. 1),amish tripathi,fiction
B0146,BOK_156,10,The God of Small Things (Vol. 3),dan brown,fiction
B0147,B0289,1,Shadows of Rain,rachakonda viswanatha sastriulu,fiction
B0147,B0277,2,Final Hour Light,rachakonda viswanatha sastriulu,thriller
B0147,B0122,3,Dark Secrets Sun,rachakonda viswanatha sastriulu,thriller
B0147,B0056,4,Shadows in Dreams,rachakonda viswanatha sastriulu,mystery
B0147,B0135,5,Clues to Night,rachakonda viswanatha sastriulu,mystery
B0147,B0220,6,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0147,B0197,7,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0147,B0239,8,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0147,B0064,9,Zero to One Voice,rachakonda viswanatha sastriulu,business
B0147,B0022,10,Atomic Way,rachakonda viswanatha sastriulu,self help
B0148,B0291,1,A Life in Moon,viswanatha satyanarayana,0
B0148,B0191,2,Echoes from Voice,viswanatha satyanarayana,fiction
B0148,B0212,3,Becoming Storm,viswanatha satyanarayana,biography
B0148,B0012,4,Zero to One Dawn,viswanatha satyanarayana,business
B0148,B0214,5,Echoes from Fire,viswanatha satyanarayana,fiction
B0148,B0240,6,Hidden Truth Legend,viswanatha satyanarayana,thriller
B0148,B0173,7,Unsolved River,viswanatha satyanarayana,mystery
B0148,B0253,8,The Lean Rain,viswanatha satyanarayana,business
B0148,B0220,9,Whispers of Wind,rachakonda viswanatha sastriulu,romance
B0148,B0239,10,A Thousand Blood,rachakonda viswanatha sastriulu,romance
B0149,B0158,1,A Thousand Moon,jhumpa lahiri,romance
B0149,B0060,2,Forever Way,jhumpa lahiri,romance
B0149,B0141,3,The Art of Legend,jhumpa lahiri,self help
B0149,B0294,4,Atomic Mystery,jhumpa lahiri,self help
B0149,B0096,5,Final Hour Secret,amish tripathi,thriller
B0149,BOK_135,6,Vanishing Point,r.k. narayan,thriller
B0149,B0119,7,Dark Secrets Dreams,arundhati roy,thriller
B0149,B0224,8,Final Hour Soul,dan brown,thriller
B0149,BOK_155,9,The Safe House (Vol. 2),dan brown,thriller
B0149,B0159,10,Final Hour River,chetan bhagat,thriller
B0150,B0146,1,The Lost Way,rajesh kumar,fiction
B0150,B0074,2,Heart of Gold,rajesh kumar,romance
B0150,B0300,3,Chronicles of Truth,rajesh kumar,history
B0150,B0049,4,The Power of Star,rajesh kumar,self help
B0150,B0125,5,Habits of Storm,rajesh kumar,self help
B0150,B0209,6,Beyond the Fire,sandilyan,fiction
B0150,BOK_224,7,Stars in Your Eyes (Vol. 3),r.k. narayan,romance
B0150,B0016,8,Beyond the Mountain,jayakanthan,fiction
B0150,B0279,9,The Last Secret,jayakanthan,fiction
B0150,BOK_087,10,The Last Letter (Vol. 3),jeyamohan,fiction
B0151,B0224,1,Final Hour Soul,dan brown,thriller
B0151,BOK_155,2,The Safe House (Vol. 2),dan brown,thriller
B0151,BOK_116,3,"Love, Chai, and Everything Nice (Vol. 2)",dan brown,romance
B0151,BOK_156,4,The God of Small Things (Vol. 3),dan brown,fiction
B0151,BOK_229,5,The Inheritance of Loss (Vol. 3),dan brown,fiction
B0151,BOK_076,6,Shadows of the Past (Vol. 2),dan brown,fiction
B0151,BOK_217,7,The Mango Orchard (Vol. 1),dan brown,fiction
B0151,BOK_008,8,Whispers of the Dead,dan brown,thriller
B0151,BOK_124,9,Beyond the Horizon,dan brown,fiction
B0151,BOK_049,10,The Cursed Amulet (Vol. 1),dan brown,fantasy
B0152,B0286,1,Dark Secrets River,u. r. ananthamurthy,thriller
B0152,B0130,2,The Lean Dusk,u. r. ananthamurthy,business
B0152,B0223,3,AI Revolution Dreams,u. r. ananthamurthy,technology
B0152,B0221,4,Unbroken Soul,u. r. ananthamurthy,biography
B0152,BOK_037,5,Murder on High Street,r.k. narayan,thriller
B0152,B0178,6,Hidden Truth Journey,kuvempu,thriller
B0152,BOK_064,7,Echoes of Betrayal (Vol. 1),amish tripathi,thriller
B0152,BOK_008,8,Whispers of the Dead,dan brown,thriller
B0152,BOK_287,9,False Identity (Vol. 1),agatha christie,thriller
B0152,BOK_296,10,Terminal Vector (Vol. 2),agatha christie,thriller
B0153,B0107,1,Dreams of River,kalki krishnamurthy,0
B0153,B0090,2,The Last Mind,kalki krishnamurthy,0
B0153,BOK_003,3,The Inheritance of Loss,kalki r. krishnamurthy,fiction
B0153,BOK_012,4,The Inheritance of Loss (Vol. 2),kalki r. krishnamurthy,fiction
B0153,B0267,5,Hidden Truth Moon,kalki krishnamurthy,thriller
B0153,BOK_164,6,The Last Alibi,kalki r. krishnamurthy,thriller
B0153,BOK_212,7,The Assassin's Mark (Vol. 4),kalki r. krishnamurthy,thriller
B0153,B0027,8,The Great Wind,kalki krishnamurthy,history
B0153,BOK_223,9,The Train to Malgudi (Vol. 2),kalki r. krishnamurthy,fiction
B0153,BOK_084,10,Double Cross,kalki r. krishnamurthy,thriller
B0154,B0015,1,The Enchanted Dreams,kamala das,0
B0154,B0111,2,Dreams of Secret,kamala das,0
B0154,B0233,3,The Lost Dawn,kamala das,fiction
B0154,B0038,4,Hidden Truth Heart,kamala das,thriller
B0154,B0019,5,The Silent Rain,kamala das,thriller
B0154,B0238,6,Realm of Silence,kamala das,fantasy
B0154,B0169,7,Fall of Dreams,kamala das,history
B0154,B0211,8,Habits of River,kamala das,self help
B0154,B0083,9,The Missing Way,o. v. vijayan,mystery
B0154,B0054,10,Unsolved Dreams,o. v. vijayan,mystery
B0155,B0213,1,The Last Night,r. k. narayan,fiction
B0155,BOK_135,2,Vanishing Point,r.k. narayan,thriller
B0155,B0095,3,The Last Rain,r. k. narayan,fiction
B0155,B0218,4,Dreams of Fire,r. k. narayan,fiction
B0155,B0196,5,The Enchanted Rain,r. k. narayan,fantasy
B0155,B0210,6,The Enchanted Mind,r. k. narayan,fantasy
B0155,BOK_041,7,Shadows of the Past (Vol. 1),r.k. narayan,fiction
B0155,BOK_207,8,The Last Alibi (Vol. 1),r.k. narayan,thriller
B0155,BOK_115,9,The Chennai Express Connection (Vol. 1),r.k. narayan,romance
B0155,BOK_144,10,The Dragon of Sahyadri (Vol. 1),r.k. narayan,fantasy
B0156,BOK_054,1,Echoes of Betrayal,ashwin sanghi,thriller
B0156,B0008,2,The Wizard Star,ashwin sanghi,fantasy
B0156,BOK_265,3,Shadow in the Rain (Vol. 1),ashwin sanghi,thriller
B0156,BOK_036,4,Life in a Metro,ashwin sanghi,fiction
B0156,BOK_010,5,The Inheritance of Loss (Vol. 1),ashwin sanghi,fiction
B0156,BOK_246,6,Monsoon Dreams (Vol. 5),ashwin sanghi,fiction
B0156,BOK_244,7,The Midnight Sun (Vol. 5),ashwin sanghi,fiction
B0156,BOK_100,8,A Suitable Match (Vol. 1),ashwin sanghi,fiction
B0156,BOK_019,9,The Train to Malgudi,ashwin sanghi,fiction
B0156,BOK_184,10,Heartstrings,ashwin sanghi,romance
B0157,B0157,1,Shadows in World,pattukkottai prabhakar,mystery
B0157,B0265,2,Clues to Soul,pattukkottai prabhakar,mystery
B0157,B0273,3,The Secret of Moon,pattukkottai prabhakar,mystery
B0157,B0296,4,Data and Voice,pattukkottai prabhakar,technology
B0157,B0121,5,Hidden Truth Light,pattukkottai prabhakar,thriller
B0157,B0249,6,Love in Mountain,pattukkottai prabhakar,romance
B0157,B0014,7,The Wizard Rain,pattukkottai prabhakar,fantasy
B0157,BOK_189,8,The Mystery of Royapuram (Vol. 2),jeyamohan,mystery
B0157,B0003,9,Shadows in Wind,unknown author,mystery
B0157,BOK_215,10,The Bangalore Alibi,anita desai,mystery
B0158,B0060,1,Forever Way,jhumpa lahiri,romance
B0158,B0149,2,Final Hour Way,jhumpa lahiri,thriller
B0158,B0141,3,The Art of Legend,jhumpa lahiri,self help
B0158,B0294,4,Atomic Mystery,jhumpa lahiri,self help
B0158,BOK_172,5,The Wedding Planner's Story,j.k. rowling,romance
B0158,B0013,6,Forever Star,agatha christie,romance
B0158,B0100,7,Whispers of Storm,unknown author,romance
B0158,B0255,8,Love in Dreams,yuval noah harari,romance
B0158,B0055,9,Whispers of Blood,unknown author,romance
B0158,B0281,10,Whispers of Silence,robin sharma,romance
B0159,BOK_137,1,The Assassin's Mark (Vol. 2),chetan bhagat,thriller
B0159,B0284,2,Unsolved Rain,chetan bhagat,mystery
B0159,BOK_248,3,Danger Zone,chetan bhagat,thriller
B0159,BOK_057,4,The Deception Game,chetan bhagat,thriller
B0159,B0177,5,The Missing Gold,chetan bhagat,mystery
B0159,BOK_195,6,Coffee and Conversations (Vol. 1),chetan bhagat,romance
B0159,BOK_245,7,A Summer in Ooty (Vol. 1),chetan bhagat,romance
B0159,BOK_289,8,Zero to One Crore (Vol. 1),chetan bhagat,business
B0159,BOK_032,9,Shadow of the Yeti,chetan bhagat,fantasy
B0159,BOK_228,10,Realm of the Gods (Vol. 2),chetan bhagat,fantasy
B0160,B0117,1,Final Hour Path,masti venkatesha iyengar,thriller
B0160,B0271,2,Final Hour Heart,masti venkatesha iyengar,thriller
B0160,B0236,3,The Riddle Rain,masti venkatesha iyengar,mystery
B0160,B0024,4,Shadows of River,masti venkatesha iyengar,fiction
B0160,B0017,5,Shadows of Soul,masti venkatesha iyengar,fiction
B0160,B0225,6,Deadly Game Story,masti venkatesha iyengar,thriller
B0160,B0143,7,Heart of Mountain,masti venkatesha iyengar,romance
B0160,B0270,8,Heart of Fire,masti venkatesha iyengar,romance
B0160,B0132,9,The Promise Star,masti venkatesha iyengar,romance
B0160,B0198,10,The Dragon Truth,masti venkatesha iyengar,fantasy
B0161,B0181,1,Dark Secrets Legend,sandilyan,thriller
B0161,BOK_153,2,The Night Crawler,sandilyan,thriller
B0161,B0261,3,The Missing Silence,sandilyan,mystery
B0161,B0048,4,The Enchanted Light,sandilyan,fantasy
B0161,BOK_125,5,The Assassin's Mark (Vol. 1),sandilyan,thriller
B0161,BOK_285,6,Playing It My Way,sandilyan,biography
B0161,B0209,7,Beyond the Fire,sandilyan,fiction
B0161,B0226,8,Kingdom of Sun,sandilyan,fantasy
B0161,BOK_288,9,The Midnight Sun (Vol. 7),sandilyan,fiction
B0161,BOK_143,10,The God of Small Things (Vol. 2),sandilyan,fiction
B0162,B0183,1,The Conspiracy Gold,balakumaran,thriller
B0162,B0144,2,The Conspiracy Mountain,balakumaran,thriller
B0162,B0034,3,A Thousand Truth,balakumaran,romance
B0162,B0232,4,The Art of Storm,balakumaran,self help
B0162,BOK_081,5,Web of Lies (Vol. 1),r.k. narayan,thriller
B0162,B0161,6,The Conspiracy Fire,sandilyan,thriller
B0162,B0275,7,Deadly Game Wind,jayakanthan,thriller
B0162,BOK_053,8,Cold Case Files,stephen king,thriller
B0162,BOK_138,9,The Hunt for Red October (Vol. 2),james clear,thriller
B0162,BOK_263,10,The Silent Witness (Vol. 3),kiran desai,thriller
B0163,B0235,1,Good to Great Storm,amish tripathi,business
B0163,B0081,2,Start with Why Moon,amish tripathi,business
B0163,B0128,3,Echoes from Mind,amish tripathi,fiction
B0163,B0227,4,Beyond the World,amish tripathi,fiction
B0163,B0120,5,The Riddle Mind,amish tripathi,mystery
B0163,B0096,6,Final Hour Secret,amish tripathi,thriller
B0163,BOK_205,7,The Golden Threshold (Vol. 2),amish tripathi,fiction
B0163,B0067,8,The Life of Gold,amish tripathi,biography
B0163,BOK_279,9,The Mystery of Royapuram (Vol. 4),amish tripathi,mystery
B0163,B0201,10,The Life of Fire,amish tripathi,biography
B0164,B0110,1,Echoes from Fire,malcolm gladwell,fiction
B0164,B0231,2,Scale Up Fire,malcolm gladwell,business
B0164,B0084,3,The Last Moon,malcolm gladwell,fiction
B0164,B0208,4,Mindset for Secret,malcolm gladwell,self help
B0164,B0057,5,Data and Mind,malcolm gladwell,technology
B0164,B0126,6,The Digital Legend,malcolm gladwell,technology
B0164,B0066,7,Unbroken Path,malcolm gladwell,biography
B0164,BOK_155,8,The Safe House (Vol. 2),dan brown,thriller
B0164,B0159,9,Final Hour River,chetan bhagat,thriller
B0164,BOK_274,10,The Cipher (Vol. 1),kiran desai,thriller
B0165,B0136,1,The Missing Moon,m. t. vasudevan nair,mystery
B0165,B0042,2,The Innovator Path,kuvempu,business
B0165,B0031,3,Scale Up Voice,paul zacharia,business
B0165,B0085,4,The Innovator Path,yashpal,business
B0165,B0163,5,Zero to One Way,amish tripathi,business
B0165,B0204,6,Start with Why Light,agatha christie,business
B0165,BOK_289,7,Zero to One Crore (Vol. 1),chetan bhagat,business
B0165,B0276,8,Scale Up Moon,vaikom muhammad basheer,business
B0165,B0012,9,Zero to One Dawn,viswanatha satyanarayana,business
B0165,B0231,10,Scale Up Fire,malcolm gladwell,business
B0166,B0051,1,The Tech Wind,yashpal,technology
B0166,B0085,2,The Innovator Path,yashpal,business
B0166,B0004,3,Shadows of Story,yashpal,fiction
B0166,B0077,4,The Last Gold,yashpal,fiction
B0166,B0215,5,Forever Blood,yashpal,romance
B0166,B0092,6,Mindset for Moon,ramanichandran,self help
B0166,B0237,7,The Art of Heart,vivek,self-help
B0166,B0069,8,The Power of Fire,munshi premchand,self help
B0166,B0058,9,Mindset for Blood,munshi premchand,self help
B0166,BOK_075,10,Wealth and Wisdom (Vol. 1),amish tripathi,self-help
B0167,B0036,1,Dark Secrets Mountain,gudipati venkatachalam,thriller
B0167,B0131,2,The Silent Story,gudipati venkatachalam,thriller
B0167,B0262,3,The Lost Storm,gudipati venkatachalam,fiction
B0167,B0134,4,Beyond the Mystery,gudipati venkatachalam,fiction
B0167,B0228,5,Fall of Truth,gudipati venkatachalam,history
B0167,B0246,6,The Secret of Dusk,gudipati venkatachalam,mystery
B0167,B0047,7,Kingdom of Voice,gudipati venkatachalam,fantasy
B0167,B0180,8,Good to Great Wind,gudipati venkatachalam,business
B0167,B0007,9,My Journey World,gudipati venkatachalam,biography
B0167,B0190,10,A Life in Dreams,gudipati venkatachalam,biography
B0168,B0229,1,The Conspiracy World,ramanichandran,thriller
B0168,B0259,2,Chronicles of Star,ramanichandran,history
B0168,B0037,3,The Conspiracy Blood,ramanichandran,thriller
B0168,B0115,4,Dark Secrets Mind,ramanichandran,thriller
B0168,B0092,5,Mindset for Moon,ramanichandran,self help
B0168,B0052,6,Heart of Wind,ramanichandran,romance
B0168,B0248,7,Data and Story,ramanichandran,technology
B0168,BOK_249,8,The Nilgiri Mystery,jeyamohan,mystery
B0168,BOK_279,9,The Mystery of Royapuram (Vol. 4),amish tripathi,mystery
B0168,B0272,10,Clues to Mystery,sujatha rangarajan,mystery
B0169,B0019,1,The Silent Rain,kamala das,thriller
B0169,B0111,2,Dreams of Secret,kamala das,0
B0169,B0238,3,Realm of Silence,kamala das,fantasy
B0169,B0015,4,The Enchanted Dreams,kamala das,0
B0169,B0233,5,The Lost Dawn,kamala das,fiction
B0169,B0038,6,Hidden Truth Heart,kamala das,thriller
B0169,B0154,7,The Missing River,kamala das,mystery
B0169,B0211,8,Habits of River,kamala das,self help
B0169,BOK_005,9,The Taj Mahal Story,sidney sheldon,history
B0169,B0251,10,The Ancient Legend,vivek,history
B0170,B0299,1,The Making of Rain,subha,biography
B0170,B0182,2,The Enchanted Voice,subha,fantasy
B0170,B0133,3,Echoes from Path,subha,fiction
B0170,B0217,4,Echoes from River,subha,fiction
B0170,B0219,5,Clues to Mind,subha,mystery
B0170,BOK_285,6,Playing It My Way,sandilyan,biography
B0170,BOK_061,7,The Legend of Ramanujan,simon sinek,biography
B0170,B0113,8,A Life in Gold,jayakanthan,biography
B0170,B0269,9,The Making of Truth,jayakanthan,biography
B0170,B0266,10,A Life in Legend,j. k. rowling,biography
B0171,BOK_079,1,Frugal Innovation,arundhati roy,business
B0171,B0119,2,Dark Secrets Dreams,arundhati roy,thriller
B0171,B0200,3,Forever Journey,arundhati roy,romance
B0171,BOK_038,4,The Midnight Sun (Vol. 1),arundhati roy,fiction
B0171,BOK_122,5,Double Cross (Vol. 1),arundhati roy,thriller
B0171,BOK_015,6,"Love, Chai, and Everything Nice",arundhati roy,romance
B0171,BOK_209,7,The Half Girlfriend Journey (Vol. 2),arundhati roy,romance
B0171,BOK_071,8,Prophecy of the Stars,arundhati roy,fantasy
B0171,BOK_072,9,The Art of Thinking Clearly,arundhati roy,self-help
B0171,B0081,10,Start with Why Moon,amish tripathi,business
B0172,B0247,1,Shadows in Truth,vaikom muhammad basheer,mystery
B0172,B0142,2,Final Hour Mind,vaikom muhammad basheer,thriller
B0172,B0282,3,Hidden Truth Way,vaikom muhammad basheer,thriller
B0172,B0076,4,The Art of Fire,vaikom muhammad basheer,self-help
B0172,B0276,5,Scale Up Moon,vaikom muhammad basheer,business
B0172,B0139,6,The Tech Voice,o. v. vijayan,technology
B0172,BOK_196,7,Algorithms and Life,john grisham,technology
B0172,BOK_219,8,Cloud Architectures (Vol. 2),sandilyan,technology
B0172,B0088,9,Data and Path,kuvempu,technology
B0172,B0185,10,The Tech Path,paul zacharia,technology
B0173,B0214,1,Echoes from Fire,viswanatha satyanarayana,fiction
B0173,B0240,2,Hidden Truth Legend,viswanatha satyanarayana,thriller
B0173,B0291,3,A Life in Moon,viswanatha satyanarayana,0
B0173,B0191,4,Echoes from Voice,viswanatha satyanarayana,fiction
B0173,B0148,5,Whispers of Blood,viswanatha satyanarayana,romance
B0173,B0253,6,The Lean Rain,viswanatha satyanarayana,business
B0173,B0212,7,Becoming Storm,viswanatha satyanarayana,biography
B0173,B0012,8,Zero to One Dawn,viswanatha satyanarayana,business
B0173,B0197,9,The Riddle Fire,rachakonda viswanatha sastriulu,mystery
B0173,B0056,10,Shadows in Dreams,rachakonda viswanatha sastriulu,mystery
